file,area_ratio
1994.png,0.11620532003325021
4250.png,0.1303944819595561
5745.png,0.18931098430813123
3150.png,0.3215791834903544
4397.png,0.045174584898246384
1519.png,0.024095114312708926
4119.png,0.43795386904761907
1601.png,0.31601066666666666
3241.png,0.0815162037037037
1919.png,0.2344448999590037
3561.png,0.06365927977839335
395.png,0.2636
1911.png,0.19212171279085777
2158.png,0.01046669793621013
3331.png,0.06864672479189657
743.png,0.1511456953642384
5689.png,0.1247983870967742
3147.png,0.31537109375
3292.png,0.11794074928446324
3097.png,0.5086080315348608
5222.png,0.01982333333333333
936.png,0.08904583333333334
3744.png,0.055913333333333336
2687.png,0.24614583333333334
2640.png,0.056047842095451154
4763.png,0.005239973701512163
1775.png,0.05760833333333333
5642.png,0.03909135802469136
1823.png,0.20018863179074448
1168.png,0.23512718818380743
404.png,0.16032407407407406
2625.png,0.1715479763004001
666.png,0.10994656608517994
2317.png,0.03511305559857519
2970.png,0.02936945812807882
1265.png,0.05880833333333333
921.png,0.06879585631838622
2614.png,0.1107933687477249
4123.png,0.46608884073672807
5422.png,0.035127014033264035
4499.png,0.28853546950561876
2918.png,0.24429607878859322
3601.png,0.08325046904315198
5462.png,0.10132386587771203
2043.png,0.184432
3081.png,0.2309423347398031
3997.png,0.013002197112366604
1401.png,0.054308962264150946
887.png,0.3176701615092291
5442.png,0.2886255144032922
3485.png,0.01847735218118255
1997.png,0.09351071428571428
2522.png,0.05548177083333333
2865.png,0.10585624239398383
4165.png,0.15392661179698217
1801.png,0.2114044356215847
5960.png,0.028890327918982606
5643.png,0.32097291666666666
3252.png,0.23451967592592593
558.png,0.2894561403508772
312.png,0.1740452199736512
2594.png,0.06324636255490483
2436.png,0.040079639889196675
1050.png,0.09949552341597796
2259.png,0.07295087910096067
3919.png,0.07197916666666666
1056.png,0.07225781009541397
4498.png,0.10422946985446986
94.png,0.00591528162511542
4579.png,0.14786301369863014
655.png,0.01803466796875
2648.png,0.04247015610651974
3173.png,0.3297508775351014
92.png,0.33178705440900563
47.png,0.1471287344208211
1021.png,0.09670507474003466
5312.png,0.0991388398296847
3105.png,0.1941087962962963
281.png,0.23853703703703705
2622.png,0.06378040762656147
238.png,0.6654566210045663
5559.png,0.07695625573569899
980.png,0.3335846430435539
5785.png,0.08687407407407408
3755.png,0.09690515854779412
4099.png,0.3756905349794239
3745.png,0.028829737335834896
2921.png,0.18383753421532847
5659.png,0.12348148148148148
3567.png,0.04815649703557312
2173.png,0.12761665524853466
2353.png,0.0958125
2378.png,0.07728191000918273
1751.png,0.20554395798183153
5321.png,0.0917666861826698
4214.png,0.18626209677419356
4879.png,0.21804584304584304
5589.png,0.177976
5502.png,0.07754196353097452
2948.png,0.15663881019830028
4409.png,0.09314757261331184
1789.png,0.07218171296296297
3754.png,0.0334949215143121
4711.png,0.7060617599461047
5151.png,0.20411664312617703
3119.png,0.1967117686311814
2073.png,0.24028656009473062
4107.png,0.015756118881118882
3153.png,0.11673638744345816
5300.png,0.025328898220450275
5014.png,0.019033744855967077
2099.png,0.1394467282836248
4113.png,0.10065185185185185
1579.png,0.0476123595505618
5627.png,0.10438346599636922
4431.png,0.1545263671875
207.png,0.4528824298215706
1893.png,0.005125925925925926
4640.png,0.0225682322456516
1802.png,0.3764437462597247
5682.png,0.055324715297014465
1668.png,0.02732569821177416
2324.png,0.08157506407435214
4670.png,0.11161024305555556
2100.png,0.2273037037037037
3820.png,0.10859686916558954
734.png,0.23845
1784.png,0.02456831831831832
5593.png,0.13995579823192927
961.png,0.13040909689310162
5771.png,0.05033254716981132
5799.png,0.04178888888888889
166.png,0.054968935888962324
1957.png,0.19326933333333332
3399.png,0.0834275211795373
4392.png,0.18570315543435917
5978.png,0.2481758607198748
300.png,0.12478747705273699
1951.png,0.09518930726024548
1508.png,0.06626819605675327
1509.png,0.06353550295857988
4350.png,0.20471181938911023
4943.png,0.23348333333333332
4809.png,0.4414740740740741
3710.png,0.22902592592592594
402.png,0.31806712962962963
1685.png,0.13976364709048378
2735.png,0.016775
2125.png,0.11875733333333334
1479.png,0.05711745482506728
604.png,0.18490966796875
1311.png,0.12892939814814816
3363.png,0.18178688076199057
2076.png,0.25000185185185186
70.png,0.037686631944444444
2305.png,0.17234889476507287
1154.png,0.018664
5383.png,0.16299855680923642
4164.png,0.13468146718146717
5626.png,0.028366656475225467
5.png,0.13776147257055396
2900.png,0.28523160008308523
2540.png,0.28852251407129453
2985.png,0.09531055797230113
2532.png,0.12648843566983894
26.png,0.477832
306.png,0.08073333333333334
3513.png,0.10348172880727138
5713.png,0.20444661458333332
3869.png,0.3266906474820144
1278.png,0.03410313485438694
219.png,0.2900748588083058
2381.png,0.20634074074074074
408.png,0.1584773413897281
2207.png,0.18666666666666668
4512.png,0.05711344995514546
2077.png,0.05642822265625
1371.png,0.09292070827232797
5522.png,0.05225140712945591
2847.png,0.08101466508125248
34.png,0.16733217592592592
430.png,0.08027047088002608
3800.png,0.09718089384191177
2657.png,0.11753015873015873
2734.png,0.06214196762141968
5882.png,0.11853369161417265
3724.png,0.10495552440496154
4717.png,0.5084157986111111
2153.png,0.05429109949450511
2310.png,0.07374666666666667
4305.png,0.2659787945634384
3205.png,0.10294075803762304
1073.png,0.2952724358974359
1143.png,0.008366244024111411
5105.png,0.016566685267857144
5667.png,0.1958803817189968
4759.png,0.122098782260996
4442.png,0.30715
4394.png,0.08206211419753086
536.png,0.11544488501189532
1447.png,0.09458055555555556
5766.png,0.1086130401234568
2035.png,0.049941130298273156
569.png,0.3687138035022789
90.png,0.29511627906976745
4961.png,0.011743797709923664
5443.png,0.2036465892597968
4215.png,0.1991676646706587
1870.png,0.023404383429672448
3182.png,0.12917714285714285
1460.png,0.11571496768507639
2056.png,0.371152
5622.png,0.14420416666666666
3279.png,0.011880859960099688
2141.png,0.14841810699588479
3409.png,0.06382181259600614
2109.png,0.14661778306249174
4993.png,0.08940815347721823
5165.png,0.06797337278106509
185.png,0.5216143826820767
5700.png,0.04851111111111111
2000.png,0.05111020408163265
4329.png,0.20953900709219858
2810.png,0.03469767441860465
3934.png,0.11254491017964072
4179.png,0.1919810728470694
5484.png,0.07532592592592592
279.png,0.3186611111111111
3554.png,0.021977880658436214
4716.png,0.3359078011295753
5285.png,0.09885553728070176
822.png,0.15990162037037037
1057.png,0.10128086419753086
3282.png,0.13280769059196146
5725.png,0.12368898605395519
4436.png,0.1900954433497537
979.png,0.09594583333333333
3350.png,0.08408564814814815
1695.png,0.09647278150633855
2234.png,0.10418341442775544
5147.png,0.18945805747047983
5371.png,0.19553676470588235
615.png,0.13673066666666667
2351.png,0.19298888888888888
2876.png,0.15577196002053326
3243.png,0.433021978021978
5731.png,0.0506742459218221
1098.png,0.045224074074074076
221.png,0.017422913343965975
4138.png,0.21553066666666668
5918.png,0.2648333603998629
4346.png,0.110075
3229.png,0.024220894200973883
1103.png,0.008444
968.png,0.05014074074074074
1343.png,0.0041964285714285714
5272.png,0.11013541666666667
896.png,0.24735085227272727
524.png,0.7170981661272924
4366.png,0.025575489834252316
776.png,0.06990123456790123
2422.png,0.05022024983563445
3143.png,0.23662531017369728
898.png,0.18197425998900293
5757.png,0.2745463053385417
3599.png,0.010191326530612246
5533.png,0.2031023080912863
42.png,0.08622592592592593
4422.png,0.06144767441860465
1264.png,0.2182996632996633
3647.png,0.001760156971375808
1327.png,0.3521803624104509
114.png,0.2715508982035928
1223.png,0.12469026548672567
4977.png,0.17137064071370642
3123.png,0.036986772486772485
5278.png,0.01587777777777778
5893.png,0.20008208255159474
5503.png,0.09845167652859961
700.png,0.1015919802924801
4322.png,0.21944331395348837
5606.png,0.08888020833333334
5066.png,0.045994616170054764
2515.png,0.3314038495111732
2391.png,0.22967166979362102
1527.png,0.02832
3250.png,0.12419014084507042
1944.png,0.04061908061908062
2737.png,0.052905092592592594
786.png,0.026614583333333334
5543.png,0.008259368836291914
731.png,0.10284469343292872
5718.png,0.04031041666666667
4925.png,0.23638958333333332
740.png,0.21939074074074075
3086.png,0.1944075607279544
3374.png,0.09133531746031746
4396.png,0.0445383563386553
3942.png,0.16386117136659437
4678.png,0.16985714285714285
4339.png,0.02394421768707483
684.png,0.019126302881667688
1478.png,0.03172153734590283
515.png,0.4336101949025487
2558.png,0.1784625
4559.png,0.20035705669481302
3073.png,0.09800636574074074
3024.png,0.14944703858441877
5367.png,0.06305284789119794
2008.png,0.08575
3877.png,0.1166233506597361
468.png,0.39345413681696867
2248.png,0.10798099892745709
1943.png,0.3121111111111111
235.png,0.023683690605551713
4353.png,0.25018917649514666
3731.png,0.3188019470616957
4772.png,0.265238695730499
2130.png,0.050612
3413.png,0.081728515625
5498.png,0.24272853185595566
754.png,0.1772422248241281
5242.png,0.0947299533420139
2249.png,0.20877594776337588
396.png,0.20076360310928212
5671.png,0.13681469722781478
2930.png,0.11936312849162012
159.png,0.5382142857142858
4130.png,0.3199309819028129
5465.png,0.09482421875
2314.png,0.13177711836465544
3089.png,0.14056584002794273
3708.png,0.239115937595595
1654.png,0.232288
1111.png,0.08973971452560874
3382.png,0.12410494752623688
2014.png,0.045118518518518516
5715.png,0.3493273608459392
2761.png,0.06219618055555556
12.png,0.18103324808184143
2843.png,0.04308166409861325
2689.png,0.39363466721957285
4438.png,0.1941306990881459
2497.png,0.20356353325643983
4808.png,0.1806932552200691
3390.png,0.056905116741182316
3055.png,0.19448280334472656
2545.png,0.11540337711069418
2337.png,0.173696
1869.png,0.08144827586206897
3506.png,0.16245665742024964
2835.png,0.17651666666666666
4729.png,0.938966049382716
3958.png,0.23809027777777778
1826.png,0.3578754526935265
2572.png,0.15688241382055568
3870.png,0.23250316742081448
5381.png,0.06426153001464129
2755.png,0.08514259259259259
5895.png,0.01725417439703154
5843.png,0.09203885767790262
5786.png,0.06556261577405333
440.png,0.12702215246513293
2385.png,0.132954628814554
4453.png,0.06654566498316498
5926.png,0.025633333333333334
3470.png,0.30004620295698925
4338.png,0.45994422961021286
2435.png,0.37888333333333335
3249.png,0.08521412037037036
4372.png,0.2167290581597222
5005.png,0.05761511041429396
91.png,0.045942020621729765
4628.png,0.037375525853346823
3384.png,0.14338635668400124
1194.png,0.6034027777777777
2331.png,0.02210588793922127
1876.png,0.0663578799249531
769.png,0.08412668156751336
821.png,0.08411358024691358
427.png,0.1812875
5290.png,0.15239259259259258
5620.png,0.21162601492390126
1004.png,0.02705246913580247
4399.png,0.42586186186186187
1984.png,0.006124543795620438
4081.png,0.3196516927083333
501.png,0.24054228855721393
4095.png,0.15527447148694262
809.png,0.05459753086419753
1254.png,0.5140494791666667
2498.png,0.025666764361078547
3878.png,0.037575520833333334
5340.png,0.06613956941351151
4109.png,0.05548177083333333
1728.png,0.08397150668008785
4335.png,0.05937540579145566
5649.png,0.42582771609833464
4878.png,0.07273643410852713
5703.png,0.24111296605453533
5773.png,0.07073529411764706
1002.png,0.07455935665395125
5669.png,0.3505899162516976
4465.png,0.04220845234061093
2738.png,0.021844454887218045
2178.png,0.10151111111111111
4680.png,0.020361952861952862
4489.png,0.10260416666666666
2746.png,0.047722443559096946
3931.png,0.048464132434089514
3346.png,0.18709246445592134
2541.png,0.2693552436380235
539.png,0.058472222222222224
4916.png,0.17354034381291622
3349.png,0.1510735335391524
3446.png,0.2472865275142315
905.png,0.06491443452380953
1242.png,0.06439123979213066
4661.png,0.1623530706581554
1560.png,0.2997916666666667
2972.png,0.28226549098678866
1063.png,0.24988333333333335
4482.png,0.007653333333333333
4813.png,0.005138749084919473
5412.png,0.048146938775510205
575.png,0.2284078956422582
1875.png,0.07533866995073892
3941.png,0.08632934131736526
5931.png,0.2423251488095238
5628.png,0.03676
5170.png,0.03395733333333333
1770.png,0.09240058479532164
1887.png,0.1889082398302193
1914.png,0.18470614476573938
89.png,0.06586377143654666
4280.png,0.06876133786848072
243.png,0.38485714285714284
3886.png,0.016279296875
2476.png,0.2866889880952381
4334.png,0.08021487603305785
5358.png,0.04268452380952381
560.png,0.28209051237025573
1921.png,0.1742314943059403
3484.png,0.05219326460003129
318.png,0.03805608624454149
3713.png,0.10931640625
3194.png,0.22296410339518677
3842.png,0.20092054949723834
631.png,0.4857060185185185
2551.png,0.3483428571428571
5267.png,0.07152777777777777
2708.png,0.3024777777777778
3190.png,0.11248026436570589
3622.png,0.026639760681660296
4111.png,0.42079293628808867
1788.png,0.061071616489751096
4496.png,0.06657930107526881
3777.png,0.03819542253521127
2722.png,0.047600708277999115
4242.png,0.2793655289619034
3313.png,0.04293402777777778
4421.png,0.07460020539906104
4254.png,0.17172507402785872
30.png,0.2898889866979656
1281.png,0.12002941176470588
3440.png,0.14127604166666666
2453.png,0.4160763976726537
1996.png,0.1138178831742121
4063.png,0.26269768903610247
1812.png,0.21469790904099562
5660.png,0.06030370370370371
2700.png,0.06347809076682316
1559.png,0.34844120079702245
4411.png,0.024765909090909092
5527.png,0.0286094674556213
2152.png,0.14815598117960174
2960.png,0.122064
3879.png,0.10662603734439834
5323.png,0.15022198824251995
2561.png,0.11126061120543294
2027.png,0.2993075268817204
5535.png,0.10978732638888888
5450.png,0.38136805555555553
172.png,0.01977051061388411
4686.png,0.571378125
3421.png,0.16496013133208254
4451.png,0.04282243816254417
606.png,0.11196821374495289
424.png,0.2785260722439661
4542.png,0.12033872251157407
5357.png,0.1877418213969938
86.png,0.025945483225607878
3458.png,0.2685496794871795
1429.png,0.1257185185185185
3582.png,0.1210211696618946
2691.png,0.05364583333333333
3189.png,0.41921043321015805
573.png,0.105542071197411
21.png,0.044029931972789114
2857.png,0.1543904518329071
3392.png,0.10793325526932085
2022.png,0.02061316829623466
1007.png,0.01833912037037037
4006.png,0.19014174668495656
5445.png,0.1663791504359117
2252.png,0.09181440607570902
1009.png,0.0744375
2966.png,0.18442404322687225
649.png,0.14373788077813224
4245.png,0.2179166284824047
2042.png,0.1063111111111111
5616.png,0.23355143229166667
2294.png,0.05045185185185185
1878.png,0.13865469208211142
578.png,0.07431327160493827
2298.png,0.18279054449648713
4313.png,0.05119327073552426
3431.png,0.1626190476190476
2396.png,0.0342255392108908
3355.png,0.010954861111111111
1880.png,0.008252861056599375
3927.png,0.07337239583333334
1841.png,0.03665572232645403
5319.png,0.08669777777777778
3935.png,0.43199652777777775
3733.png,0.30821759259259257
3221.png,0.07795065484789004
3653.png,0.059472315124489035
1335.png,0.13801480895417137
672.png,0.2621372199592668
2338.png,0.09971206225680934
1565.png,0.346544
5505.png,0.039362244897959184
5564.png,0.2525295698924731
2025.png,0.1454315122723674
591.png,0.030938086303939964
5598.png,0.13782243897928995
2565.png,0.0498777386541471
5439.png,0.20163101938711694
2146.png,0.1547493198600855
3679.png,0.07720415224913495
791.png,0.10413696060037524
204.png,0.026944791109526356
17.png,0.036097120928073156
4426.png,0.5693587389041934
2161.png,0.01838487972508591
1767.png,0.22450810185185185
1270.png,0.06681647940074906
4125.png,0.264705537856072
4862.png,0.2241968449990397
1123.png,0.04036666666666667
3248.png,0.057086567164179106
5728.png,0.0846764705882353
2569.png,0.31366666666666665
1881.png,0.1345640213213763
2057.png,0.09289477482678984
3586.png,0.08671111111111111
621.png,0.05172696430607823
1969.png,0.09908460471567268
2770.png,0.05967746913580247
4935.png,0.07060804263565891
84.png,0.17774553571428572
5245.png,0.09370938897168406
5372.png,0.05482882882882883
3169.png,0.17711444652908068
5577.png,0.33051332149200713
3262.png,0.10736050498753118
2347.png,0.03622420262664165
730.png,0.03336502207469949
3792.png,0.06179962474120083
1829.png,0.013337320574162679
2701.png,0.2761962962962963
1923.png,0.09101379107981221
240.png,0.18365248612773366
3874.png,0.019965277777777776
4536.png,0.07487789394216691
82.png,0.0286875
4799.png,0.11785925925925926
5402.png,0.0636579484325728
3115.png,0.3338858282674772
4082.png,0.01756315331010453
2617.png,0.36706875
2539.png,0.2187171669793621
184.png,0.05162361111111111
3284.png,0.43824444444444444
5156.png,0.009082174231332358
1592.png,0.24637616223496697
4534.png,0.11912022682767624
2581.png,0.3712615966796875
4148.png,0.14865394028389622
2411.png,0.43157938487115544
2906.png,0.10704352441613588
920.png,0.20391666666666666
5216.png,0.522686254342215
4384.png,0.03462353626874371
3493.png,0.08291790306627102
1252.png,0.37194238683127573
1946.png,0.23113133151349713
2528.png,0.10071998123827391
202.png,0.0536838905775076
3545.png,0.02348181143281366
5514.png,0.035988
3889.png,0.13530241726320158
1330.png,0.15283832335329342
3540.png,0.02480063483355213
3596.png,0.11233743409490334
610.png,0.13109268707482993
4761.png,0.006200274348422497
5625.png,0.04745220588235294
5449.png,0.17464890016920473
4273.png,0.017403465684267976
321.png,0.2871241648106904
5131.png,0.21786628733997154
1106.png,0.02432728647014361
4783.png,0.35404146634615385
1393.png,0.03352533333333333
5732.png,0.41283431180691454
1638.png,0.05754074074074074
770.png,0.3038799076212471
2990.png,0.24707970808038748
3564.png,0.04029605263157895
3976.png,0.2073630401234568
4139.png,0.298671875
2830.png,0.09814814814814815
52.png,0.04123903770478761
4141.png,0.3713183673469388
4749.png,0.20248732943469785
5308.png,0.03934139784946237
1817.png,0.122177734375
1898.png,0.01658888888888889
1548.png,0.10866099374021909
3714.png,0.06120466623702915
3240.png,0.22994007989347537
1633.png,0.5894921725849561
4900.png,0.21348197696023782
2454.png,0.19608228511530398
3352.png,0.01842013888888889
1139.png,0.26259146341463413
870.png,0.578070068607153
4502.png,0.18582044444444445
5023.png,0.02359906890556369
2586.png,0.21136160714285715
5149.png,0.3737783353268956
616.png,0.3171598639455782
3337.png,0.037804071962879826
2655.png,0.1396337365591398
3650.png,0.03726111111111111
99.png,0.0976159453463394
3925.png,0.1083349609375
5403.png,0.41601666666666665
2912.png,0.3326719576719577
1372.png,0.0378717683557394
2662.png,0.35498676081200353
2633.png,0.08512234533702678
716.png,0.21216458333333332
3570.png,0.003565778414989865
5582.png,0.015009278775659824
1225.png,0.16774980483996876
256.png,0.17684583333333334
1909.png,0.18519675925925927
181.png,0.15122040816326532
2376.png,0.10809906291834002
3696.png,0.1712965964343598
4432.png,0.06185430463576159
5677.png,0.3877089678510998
4671.png,0.054536802030456855
1706.png,0.06406922076622987
522.png,0.32910178236397747
5566.png,0.03013888888888889
5594.png,0.09447043248014121
888.png,0.1119873595505618
4789.png,0.37891409287026356
3911.png,0.07646661931818181
3677.png,0.030064102564102566
5947.png,0.012500749625187406
480.png,0.1679476063665077
879.png,0.4109955470737913
3739.png,0.21258487879672897
1889.png,0.08261474609375
45.png,0.22820625
1247.png,0.38900749063670415
5590.png,0.11356317726436312
4840.png,0.10864507140369209
1805.png,0.24713333333333334
3401.png,0.05206024096385542
1066.png,0.03544109026963658
3325.png,0.037975
4597.png,0.685424302340535
347.png,0.09445601851851852
1738.png,0.3918082644628099
1799.png,0.14473030018761726
5313.png,0.33121624465175004
3376.png,0.2579159507538078
1614.png,0.06441498316498316
4779.png,0.1276972386587771
2428.png,0.18657262277951933
4827.png,0.1361010706442167
2571.png,0.2475277777777778
4822.png,0.28328728036011513
1230.png,0.2587540141297367
4076.png,0.26314107849604224
3291.png,0.274805
102.png,0.10599112426035504
5948.png,0.08629008050211488
4488.png,0.19347397885133735
2892.png,0.08690349319123741
2608.png,0.2675689448441247
4355.png,0.11374002003286947
5545.png,0.10596230158730159
4518.png,0.071212327039143
409.png,0.1711852693818306
4804.png,0.3482608184886155
3662.png,0.08556779920416284
5973.png,0.15681810699588478
4652.png,0.26125630247583825
2096.png,0.20840685002594705
735.png,0.045257967838613
4469.png,0.2241668701171875
2460.png,0.3836432215409956
5769.png,0.2427392120075047
2683.png,0.32215293524817334
2457.png,0.16723214285714286
585.png,0.015341435185185185
5120.png,0.03343543543543544
924.png,0.23115384615384615
4439.png,0.25371651928745353
3547.png,0.03020337664714495
4388.png,0.15379416488222697
5123.png,0.050294921875
5334.png,0.20659753086419752
67.png,0.3475201072386059
937.png,0.3799230599438716
56.png,0.06288958333333333
3956.png,0.12020187442326279
3307.png,0.3819415983606557
5684.png,0.035618106995884774
401.png,0.06126638576779026
1536.png,0.15666277451654698
1303.png,0.1369314177283817
1159.png,0.41799913194444444
38.png,0.20658333333333334
5486.png,0.20273609077598828
4713.png,0.022022569444444445
1955.png,0.025907921810699588
3609.png,0.004690160027238679
1803.png,0.07505859375
5390.png,0.14089082559231814
5476.png,0.1263842153563781
2401.png,0.05856815522620905
1999.png,0.1990171463213763
632.png,0.258348119983101
295.png,0.21228359741784036
4746.png,0.10402698650674663
4262.png,0.17394849785407726
3415.png,0.06641196925329429
1862.png,0.2859024511577424
681.png,0.5325074110671937
845.png,0.07354014598540146
371.png,0.058646454872869964
2851.png,0.08859019151138717
4201.png,0.1581964547080826
4839.png,0.31934375
5539.png,0.0016927599418681465
4231.png,0.20677333333333334
3732.png,0.24558044701683748
4316.png,0.16420717592592593
4026.png,0.19305555555555556
4181.png,0.20820987654320988
2649.png,0.2512861445783133
2459.png,0.20195638020833334
5935.png,0.03720453899860959
867.png,0.28755161254324296
4527.png,0.014192592592592593
4720.png,0.12848958333333332
4375.png,0.030783086000810374
1980.png,0.04681853582554517
3606.png,0.1524203821656051
3457.png,0.01857581421784255
3362.png,0.05068714821763602
3030.png,0.12307845028078734
2006.png,0.2035943702634428
835.png,0.20929789700281504
2362.png,0.04603578417668437
4782.png,0.08619354838709678
5307.png,0.05672057748538012
2175.png,0.10783203125
3372.png,0.24213927469135801
1666.png,0.0458125
2230.png,0.14805816135084426
66.png,0.05236742424242424
3549.png,0.005881385454667954
1910.png,0.2905859375
2941.png,0.09190207845433256
2069.png,0.17348388671875
4918.png,0.12813423645320196
3445.png,0.1412941526354319
2301.png,0.05773390811752988
3711.png,0.05876599409448819
1759.png,0.30784256841698093
4765.png,0.057681164572261426
1124.png,0.061896331058020476
3332.png,0.09377257799671593
1711.png,0.38632119914346896
4543.png,0.2800479207277453
4874.png,0.12818112633181125
704.png,0.31701228878648235
3489.png,0.32281630937368644
3333.png,0.08487863347093223
4508.png,0.034242853538783986
3232.png,0.20452923076923077
2236.png,0.08449251621669004
830.png,0.20998113876914518
144.png,0.40347222222222223
5875.png,0.29930416666666665
2279.png,0.10726827776078311
1362.png,0.0619962962962963
3602.png,0.19670641792611251
748.png,0.0022280092592592594
3289.png,0.08940781020558003
872.png,0.06305485498108448
1831.png,0.03998860677083333
3464.png,0.6016812169312169
847.png,0.009031124497991969
3164.png,0.3117210551812217
4572.png,0.07595054466884735
5178.png,0.06219285645887197
1630.png,0.3877284183994959
798.png,0.18636296296296295
1477.png,0.11314074074074074
4363.png,0.11582386363636364
2597.png,0.7286979166666666
4466.png,0.27379742547425473
4298.png,0.24480968858131488
1568.png,0.20372210639662758
3306.png,0.32899501563885125
2879.png,0.12024954212454213
1855.png,0.15628645833333332
1166.png,0.15993198874296435
514.png,0.07262469733656174
2132.png,0.17897748592870544
3025.png,0.21728007181328546
951.png,0.12830901342975207
650.png,0.1411148148148148
2344.png,0.26966917922948075
3219.png,0.0858573717948718
4917.png,0.2568489583333333
54.png,0.1249962962962963
1074.png,0.17131317515432098
3165.png,0.1613731546145686
1426.png,0.08576244813278008
5670.png,0.10567129629629629
2215.png,0.17876943005181348
5248.png,0.054401799100449774
642.png,0.09214583333333333
2684.png,0.26439344618055555
840.png,0.10268843537414966
3341.png,0.05076666666666667
1555.png,0.16599019368489584
4253.png,0.16893013100436682
412.png,0.08729293160728606
4445.png,0.27568080357142855
1883.png,0.16161359595446464
647.png,0.09779319371727749
216.png,0.13079331450094162
4608.png,0.18380680674636718
4511.png,0.086337890625
5046.png,0.035234866828087165
2129.png,0.08433529581622176
2652.png,0.22597908123848576
3233.png,0.287125
579.png,0.03712171052631579
5348.png,0.17244298245614034
3790.png,0.010518518518518519
4467.png,0.08882108274440795
2007.png,0.13042687453600593
1364.png,0.017813788519965276
4968.png,0.058336690647482016
3425.png,0.13563722669735329
5933.png,0.19327483327483327
4892.png,0.2692291220556745
3447.png,0.013106777958276333
413.png,0.2128720975315556
141.png,0.05450625
5126.png,0.15667419788037165
526.png,0.2784767556874382
4040.png,0.40380724862258954
4408.png,0.23769166666666666
3315.png,0.25546356021950517
1076.png,0.25397464578672635
2202.png,0.18519583333333334
2806.png,0.12725555555555557
4685.png,0.04807291666666667
5710.png,0.039933130699088146
3589.png,0.005160764834695295
802.png,0.12322096456692913
3692.png,0.2883363363363363
1846.png,0.03304976851851852
3006.png,0.18918639053254438
